City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
498,pangai,TO,75.31,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
501,celestun,MX,79.74,broken clouds,20.8667,-90.4,Posada Lilia
503,zhigalovo,RU,86.94,clear sky,54.8097,105.1578,"Hotel ""Lenatur"""
504,derzhavinsk,KZ,65.03,clear sky,51.1,66.3167,Ooo.khim Baza
505,auki,SB,84.54,scattered clouds,-8.7676,160.7034,Auki Motel
509,angoram,PG,87.39,scattered clouds,-4.0625,144.0661,
510,ahuimanu,US,83.91,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
512,abong mbang,CM,65.89,overcast clouds,3.9833,13.1833,Auberge Angle Sur
513,shenjiamen,CN,81.63,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
514,south lake tahoe,US,81.25,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
515,altus,US,85.51,clear sky,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
516,jinchang,CN,90.23,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
517,bo phloi,TH,85.26,overcast clouds,14.3236,99.5161,แอท เมืองพลอย รีสอร์ท At MuangPloy Resort
518,san ramon,US,79.03,clear sky,37.7799,-121.978,San Ramon Marriott
519,sergeyevka,KZ,60.8,clear sky,53.88,67.4158,Amina
520,cockburn town,TC,81.72,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
521,buchanan,LR,76.15,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
522,xining,CN,71.1,clear sky,36.6167,101.7667,Super Leisure Hotel
523,roebourne,AU,77.47,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
524,dzilam gonzalez,MX,76.08,scattered clouds,21.2833,-88.9333,posadas
526,tupelo,US,82.69,clear sky,34.2576,-88.7034,"Hilton Garden Inn Tupelo, MS"
527,shimoda,JP,87.1,scattered clouds,34.6667,138.95,Shimoda Tokyu Hotel
528,nelson bay,AU,67.28,clear sky,-32.7167,152.15,Mantra Nelson Bay
529,aklavik,CA,61.63,overcast clouds,68.2191,-135.0107,Aklavik Inn
530,bima,ID,91.42,few clouds,-8.4667,118.7167,Lambitu Hotel
534,kurchum,KZ,69.8,broken clouds,48.5722,83.6542,"Gostinitsa ""Kneda"""
535,shirvan,AZ,77.49,broken clouds,39.9509,48.8994,Nəriman Nərimanov küçəsi Şirvan Azərbaycan
536,novikovo,RU,68.18,clear sky,51.1537,37.8879,
538,jieshi,CN,89.94,overcast clouds,22.8134,115.8257,Yuehai Hotel
539,nagato,JP,85.95,clear sky,34.3833,131.2,いそう庵
540,sabzevar,IR,76.28,clear sky,36.2126,57.6819,پزشکی قانونی سبزوار
541,argudan,RU,65.28,clear sky,43.4214,43.9158,
543,monclova,MX,84.06,broken clouds,26.9,-101.4167,Hotel Royal Inn
544,praia da vitoria,PT,70.75,broken clouds,38.7333,-27.0667,Hotel Branco I
545,mama,RU,82.53,few clouds,58.3106,112.8986,
547,tonj,SS,67.59,overcast clouds,7.2737,28.6822,
548,anzio,IT,77.36,clear sky,41.4853,12.6179,Beauty Hotel & SPA
550,irricana,CA,77.18,scattered clouds,51.3237,-113.6048,Irricana Campground
551,sobolevo,RU,65.14,few clouds,54.4299,31.8996,
552,san patricio,US,84.88,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
553,kintinku,TZ,60.37,clear sky,-5.8833,35.2333,
554,sinnamary,GF,76.87,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
555,tura,IN,77.18,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
556,porto velho,BR,75.25,clear sky,-8.7619,-63.9039,Hotel Central
557,najran,SA,83.05,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
558,sibu,MY,89.91,few clouds,2.3,111.8167,RH HOTEL (4 Star)
559,schwedt,DE,64.58,clear sky,53.0596,14.2815,Andersen Hotel Schwedt
560,padang,ID,75.25,scattered clouds,-0.9492,100.3543,Mercure Padang
561,elko,US,78.82,overcast clouds,41.0002,-115.5012,
564,ganta,LR,66.63,overcast clouds,7.3022,-8.5308,
565,clinton,US,77.32,scattered clouds,42.587,-82.9199,Hampton Inn Detroit/Roseville
566,trinidad,BO,62.51,overcast clouds,-14.8333,-64.9,Hotel Piesta
567,laguna,US,94.84,scattered clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
569,scranton,US,62.83,clear sky,41.409,-75.6624,Radisson Lackawanna Station Hotel Scranton
570,tagusao,PH,88.57,overcast clouds,9.1924,117.8141,Toledo
571,kathmandu,NP,77.22,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
573,virginia beach,US,76.01,few clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
574,niles,US,82.35,broken clouds,42.0189,-87.8028,"Holiday Inn & Suites Chicago North Shore (Skokie), an IHG Hotel"
576,angoche,MZ,68.23,clear sky,-16.2325,39.9086,Guest House HESADA
577,thinadhoo,MV,81.34,overcast clouds,0.5333,72.9333,
578,kargil,IN,65.5,broken clouds,34.5667,76.1,Caravan Sarai
579,corvallis,US,90.07,clear sky,44.5646,-123.262,Hilton Garden Inn Corvallis
580,mokhsogollokh,RU,70.66,clear sky,61.4681,128.9203,
581,wazirganj,IN,87.03,overcast clouds,28.2167,79.05,Akashdeep Guest House
